edad;sexo;alfabeto;sistema_salud;nivel_educativo;ocupacion_jerarquia;estado_civil;ingreso
38;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;5;19000
41;hombre;Si;Obra social y mutual/prepaga/servicio de emergencia.;Superior Universitaria Completa;Cuenta propia;4;25000
49;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;30000
71;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;5;30000
48;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;3;30000
51;mujer;Si;Mutual / Prepaga / Servicio de emergencia;Superior Universitaria Completa;Cuenta propia;4;25000
50;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;10000
39;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Director;3;25000
46;hombre;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;3;10000
61;mujer;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;1000
55;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Director;5;25000
20;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;3;500
30;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;12000
23;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Director;3;7500
57;mujer;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;1;3000
54;hombre;Si;No paga ni le descuentan;Secundaria Completa;Director;1;12000
42;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;4;3000
49;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;15000
34;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;4;15000
49;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;2;10000
53;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;7000
61;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;15000
32;hombre;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;1;25000
17;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;3;20000
48;hombre;Si;No paga ni le descuentan;Secundaria Completa;Director;4;10000
33;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;10000
48;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;1;30000
46;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;10000
68;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Director;4;15000
42;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;1;15000
56;mujer;Si;Mutual / Prepaga / Servicio de emergencia;Superior Universitaria Completa;Cuenta propia;1;30000
41;mujer;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;2;2500
35;hombre;Si;No paga ni le descuentan;Secundaria Completa;otro;4;15000
34;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;1500
48;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Director;4;4500
28;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;3;3000
46;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;4;30000
71;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;50000
28;hombre;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;3;10000
30;mujer;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;3;2400
55;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Director;3;20000
22;hombre;Si;No paga ni le descuentan;Secundaria Completa;Director;3;30000
70;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;30000
48;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;6000
42;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;2;10000
41;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;12000
41;hombre;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;3;6000
63;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;25000
46;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;12000
35;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;10000
51;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;15000
49;mujer;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;3;5000
62;mujer;No;Obra social (incluye PAMI);Sin instrucción;Cuenta propia;1;8000
51;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;1;8000
54;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;3;5000
51;mujer;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;3;3000
37;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;2;7000
59;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;1;12000
64;hombre;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;3;15000
68;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Director;4;2000
47;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;15000
44;hombre;Si;Obra social y mutual/prepaga/servicio de emergencia.;Superior Universitaria Incompleta;Cuenta propia;3;15000
23;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;3;12000
55;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;3;8000
63;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;3;5000
45;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;16000
36;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;15000
42;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;4000
33;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;3;12000
66;mujer;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;1;800
60;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;2;6000
55;hombre;Si;Obra social y mutual/prepaga/servicio de emergencia.;Secundaria Completa;Cuenta propia;2;40000
32;mujer;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;4500
37;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;1;15000
23;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;3;15000
56;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;2;12000
49;mujer;Si;Mutual / Prepaga / Servicio de emergencia;Secundaria Completa;Director;1;45000
33;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;6000
26;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;3;10000
46;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;3;11000
33;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;2000
47;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Secundaria Completa;Cuenta propia;1;20000
32;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Secundaria Completa;Cuenta propia;3;12000
63;mujer;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;2;10000
40;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;2;8000
28;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;4;8000
47;mujer;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;2;4000
74;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;3;18000
55;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;1;8000
69;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Director;1;20000
53;mujer;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;4;18000
27;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Director;4;35000
39;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;1;4000
41;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;1;19000
46;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;16000
73;mujer;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;5;4000
47;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;1;40000
56;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;3;16000
40;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;1;10000
46;mujer;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;3;3500
66;mujer;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;1;2000
32;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;2;10000
29;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;4000
35;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;3;10000
39;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;32000
30;hombre;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;3;3200
31;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;3;30000
62;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Director;2;12000
35;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;2;15000
33;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;158000
29;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Trabajador asalariado;3;2000
68;mujer;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;5;1200
61;hombre;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;1;8000
20;mujer;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;3;3000
30;hombre;Si;No paga ni le descuentan;Secundaria Completa;Director;4;18000
42;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Secundaria Incompleta;Cuenta propia;3;15000
79;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;5;5000
36;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;3;8000
61;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;1;100000
50;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;3;6000
45;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;2;10000
39;mujer;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;1;2000
58;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;1;17000
58;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;25000
35;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;5000
33;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;3;8000
69;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;3;15000
45;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;5000
21;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;4000
38;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;6000
44;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;1;5000
46;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;9600
36;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;15000
58;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;2000
39;mujer;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;2;15000
52;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;5;16000
42;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;1;4000
60;mujer;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;2;3000
65;hombre;Si;Obra social y mutual/prepaga/servicio de emergencia.;Primaria Incompleta(incluye educación especial);Cuenta propia;1;5000
57;hombre;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;4;3000
49;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Secundaria Completa;Cuenta propia;3;40000
43;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;1;5000
19;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;3;18000
61;hombre;Si;Planes y seguros públicos;Primaria Incompleta(incluye educación especial);Cuenta propia;1;6000
50;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;20000
22;mujer;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;3;4000
33;mujer;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;1;4000
36;mujer;Si;Obra social y mutual/prepaga/servicio de emergencia.;Superior Universitaria Completa;Cuenta propia;1;8000
47;mujer;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;3;10000
50;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;1;10000
53;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;15000
53;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Superior Universitaria Completa;Cuenta propia;1;15000
58;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;10000
57;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Director;1;50000
41;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;8000
56;mujer;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;2;25000
66;mujer;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;5;1600
28;hombre;Si;No paga ni le descuentan;Secundaria Completa;Director;4;18000
69;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;4;20000
56;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;2;20000
29;mujer;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;1;2500
41;hombre;Si;Obra social y mutual/prepaga/servicio de emergencia.;Superior Universitaria Incompleta;Director;1;20000
63;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;5;20000
41;mujer;Si;Planes y seguros públicos;Secundaria Incompleta;Cuenta propia;4;7000
51;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;20000
46;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;3;5000
51;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Director;1;30000
43;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;4500
55;mujer;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;1;3000
63;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;1;25000
34;mujer;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;4;3000
38;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;8000
40;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;1;28000
65;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;50000
60;hombre;Si;No paga ni le descuentan;Primaria Completa;Director;4;12000
41;hombre;Si;No paga ni le descuentan;Secundaria Completa;Director;4;10000
65;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;2;10000
50;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;1;4000
53;mujer;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;3000
52;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;1;10000
31;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;3200
31;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;12000
50;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Director;1;30000
62;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;2;7000
64;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Director;1;20000
55;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;3;15000
43;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;1;35000
63;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;1;12000
49;mujer;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;3;10000
40;mujer;Si;Mutual / Prepaga / Servicio de emergencia;Superior Universitaria Incompleta;Cuenta propia;1;13000
68;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;15000
68;mujer;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;1;2000
24;hombre;Si;No paga ni le descuentan;Secundaria Completa;Director;3;8000
46;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;9500
43;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;12600
61;hombre;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;2;7000
42;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Director;3;28000
73;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;4;5000
66;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Director;3;10000
32;mujer;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;4;8000
49;mujer;Si;Mutual / Prepaga / Servicio de emergencia;Secundaria Completa;Cuenta propia;4;3000
45;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;15000
72;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;2;600
29;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;9000
28;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;10000
43;mujer;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Director;3;10000
48;mujer;Si;Obra social y mutual/prepaga/servicio de emergencia.;Superior Universitaria Completa;Cuenta propia;4;30000
70;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;2;3000
70;hombre;Si;Obra social (incluye PAMI);Primaria Incompleta(incluye educación especial);Cuenta propia;1;1920
67;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;15000
43;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;2;25000
